"","tournament","prize","surface","round","p1_rank","p2_rank","p1_rank_move","p2_rank_move","p1_age","p2_age","p1_height","p2_height","p1_weight","p2_weight","p1_hand","p2_hand","p1_nat","p2_nat","no_sets","best_of"
"2445","Sydney",0.00951915357037814,"Hard","Roundof32",0.0180288461538462,0.101686746987952,0.423484848484848,0.42728184553661,0.578947368421053,0.157894736842105,0.0571428571428571,0.5,0.142857142857143,0.314285714285714,"Right","Right","America","WEurope","X3","3"
"2446","AustralianOpen",0.101784592882296,"Hard","Finals",0.000600961538461538,0,0.438636363636364,0.410732196589769,0.473684210526316,0.368421052631579,0.342857142857143,0.566666666666667,0.485714285714286,0.428571428571429,"Right","Right","USA","USA","X4","5"
"2447","AustralianOpen",0.101784592882296,"Hard","SemiFinals",0,0.00240963855421687,0.432575757575758,0.412236710130391,0.368421052631579,0.368421052631579,0.485714285714286,0.233333333333333,0.4,0.314285714285714,"Right","Right","USA","USA","X4","5"
"2448","AustralianOpen",0.101784592882296,"Hard","SemiFinals",0.000600961538461538,0.0168674698795181,0.438636363636364,0.415747241725176,0.473684210526316,0.578947368421053,0.342857142857143,0.5,0.485714285714286,0.314285714285714,"Right","Right","USA","USA","X3","5"
"2449","AustralianOpen",0.101784592882296,"Hard","QuarterFinals",0,0.00578313253012048,0.432575757575758,0.41123370110331,0.368421052631579,0.421052631578947,0.485714285714286,0.566666666666667,0.4,0.6,"Right","Right","USA","USA","X5","5"
"2450","AustralianOpen",0.101784592882296,"Hard","QuarterFinals",0.000600961538461538,0.00481927710843374,0.438636363636364,0.411735205616851,0.473684210526316,0.263157894736842,0.342857142857143,0.766666666666667,0.485714285714286,0.628571428571429,"Right","Right","USA","CEEurope","X3","5"
"2451","AustralianOpen",0.101784592882296,"Hard","QuarterFinals",0.00300480769230769,0.00674698795180723,0.434848484848485,0.409227683049147,0.368421052631579,0.210526315789474,0.2,0.833333333333333,0.285714285714286,0.828571428571429,"Right","Right","USA","CEEurope","X3","5"
"2453","AustralianOpen",0.101784592882296,"Hard","Roundof16",0,0.00867469879518072,0.432575757575758,0.421263791374122,0.368421052631579,0.473684210526316,0.485714285714286,0.833333333333333,0.4,0.885714285714286,"Right","Right","USA","NEurope","X5","5"
"2454","AustralianOpen",0.101784592882296,"Hard","Roundof16",0.000600961538461538,0.00963855421686747,0.438636363636364,0.411735205616851,0.473684210526316,0.315789473684211,0.342857142857143,0.566666666666667,0.485714285714286,0.685714285714286,"Right","Right","USA","Oceania","X3","5"
"2455","AustralianOpen",0.101784592882296,"Hard","Roundof16",0.00300480769230769,0.0231325301204819,0.434848484848485,0.413741223671013,0.368421052631579,0.631578947368421,0.2,0,0.285714285714286,0.657142857142857,"Right","Right","USA","WEurope","X3","5"
"2456","AustralianOpen",0.101784592882296,"Hard","Roundof16",0.0210336538461538,0.00289156626506024,0.440151515151515,0.409729187562688,0.578947368421053,0.684210526315789,0.428571428571429,0.666666666666667,0.285714285714286,0.428571428571429,"Right","Right","USA","NEurope","X5","5"
"2457","AustralianOpen",0.101784592882296,"Hard","Roundof16",0.00600961538461538,0.00433734939759036,0.434090909090909,0.408726178535607,0.263157894736842,0.473684210526316,0.657142857142857,1,0.6,0.828571428571429,"Right","Right","CEEurope","USA","X3","5"
"2458","AustralianOpen",0.101784592882296,"Hard","Roundof16",0.00721153846153846,0.0130120481927711,0.433333333333333,0.412236710130391,0.421052631578947,0.736842105263158,0.485714285714286,0.766666666666667,0.571428571428571,0.571428571428571,"Right","Right","USA","CEEurope","X3","5"
"2459","AustralianOpen",0.101784592882296,"Hard","Roundof16",0.00841346153846154,0.0183132530120482,0.43030303030303,0.409227683049147,0.210526315789474,0.526315789473684,0.714285714285714,0.833333333333333,0.8,0.628571428571429,"Right","Right","CEEurope","USA","X5","5"
"2460","AustralianOpen",0.101784592882296,"Hard","Roundof16",0.0132211538461538,0.0346987951807229,0.440909090909091,0.409227683049147,0.421052631578947,0.684210526315789,0.571428571428571,0.5,1,0.314285714285714,"Right","Right","WEurope","USA","X5","5"
"2461","AustralianOpen",0.101784592882296,"Hard","Roundof32",0,0.0467469879518072,0.432575757575758,0.400702106318957,0.368421052631579,0.473684210526316,0.485714285714286,0.666666666666667,0.4,0.228571428571429,"Right","Right","USA","NEurope","X3","5"
"2462","AustralianOpen",0.101784592882296,"Hard","Roundof32",0.000600961538461538,0.0549397590361446,0.438636363636364,0.381644934804413,0.473684210526316,0.263157894736842,0.342857142857143,0.833333333333333,0.485714285714286,0.828571428571429,"Right","Left","USA","WEurope","X3","5"
"2463","AustralianOpen",0.101784592882296,"Hard","Roundof32",0.00300480769230769,0.0481927710843374,0.434848484848485,0.398696088264794,0.368421052631579,0.315789473684211,0.2,0.666666666666667,0.285714285714286,0.742857142857143,"Right","Right","USA","CEEurope","X3","5"
"2464","AustralianOpen",0.101784592882296,"Hard","Roundof32",0.00360576923076923,0.0308433734939759,0.431060606060606,0.416248746238716,0.684210526315789,0.210526315789474,0.571428571428571,0.666666666666667,0.4,0.571428571428571,"Right","Right","NEurope","WEurope","X3","5"
"2465","AustralianOpen",0.101784592882296,"Hard","Roundof32",0.0162259615384615,0.00385542168674699,0.434848484848485,0.407723169508526,0.736842105263158,0.526315789473684,0.657142857142857,0.833333333333333,0.542857142857143,0.485714285714286,"Right","Right","CEEurope","WEurope","X3","5"
"2466","AustralianOpen",0.101784592882296,"Hard","Roundof32",0.00540865384615385,0.0366265060240964,0.429545454545455,0.425275827482447,0.473684210526316,0.210526315789474,0.857142857142857,0.5,0.8,0.428571428571429,"Right","Right","USA","USA","X3","5"
"2467","AustralianOpen",0.101784592882296,"Hard","Roundof32",0.00721153846153846,0.0202409638554217,0.433333333333333,0.410732196589769,0.421052631578947,0.684210526315789,0.485714285714286,0.666666666666667,0.571428571428571,0.742857142857143,"Right","Left","USA","Oceania","X3","5"
"2468","AustralianOpen",0.101784592882296,"Hard","Roundof32",0.00600961538461538,0.0236144578313253,0.434090909090909,0.412738214643932,0.263157894736842,0.368421052631579,0.657142857142857,0.5,0.6,0.6,"Right","Right","CEEurope","NEurope","X4","5"
"2469","AustralianOpen",0.101784592882296,"Hard","Roundof32",0.00841346153846154,0.0544578313253012,0.43030303030303,0.388164493480441,0.210526315789474,0.421052631578947,0.714285714285714,0.566666666666667,0.8,0.685714285714286,"Right","Right","CEEurope","SEurope","X3","5"
"2470","AustralianOpen",0.101784592882296,"Hard","Roundof32",0.0132211538461538,0.0072289156626506,0.440909090909091,0.410230692076229,0.421052631578947,0.578947368421053,0.571428571428571,0.4,1,0.428571428571429,"Right","Left","WEurope","WEurope","X4","5"
"2471","AustralianOpen",0.101784592882296,"Hard","Roundof32",0.0108173076923077,0.028433734939759,0.448484848484848,0.407723169508526,0.473684210526316,0.263157894736842,0.714285714285714,0.766666666666667,0.857142857142857,0.742857142857143,"Right","Right","NEurope","NEurope","X0","5"
"2472","AustralianOpen",0.101784592882296,"Hard","Roundof32",0.0288461538461538,0.0462650602409639,0.437121212121212,0.402206619859579,0.631578947368421,0.684210526315789,0,0.566666666666667,0.628571428571429,0.314285714285714,"Right","Right","WEurope","CEEurope","X3","5"
"2473","AustralianOpen",0.101784592882296,"Hard","Roundof32",0.0210336538461538,0.00819277108433735,0.440151515151515,0.409729187562688,0.578947368421053,0.578947368421053,0.428571428571429,0.766666666666667,0.285714285714286,0.685714285714286,"Right","Left","USA","CEEurope","X3","5"
"2474","AustralianOpen",0.101784592882296,"Hard","Roundof32",0.0432692307692308,0.0612048192771084,0.43030303030303,0.413741223671013,0.684210526315789,0.315789473684211,0.428571428571429,0.566666666666667,0.285714285714286,0.571428571428571,"Right","Right","USA","WEurope","X3","5"
"2475","AustralianOpen",0.101784592882296,"Hard","Roundof32",0.0120192307692308,0.0472289156626506,0.434090909090909,0.422768304914744,0.315789473684211,0.315789473684211,0.485714285714286,0.5,0.657142857142857,0.514285714285714,"Right","Right","Oceania","Africa","X5","5"
"2476","AustralianOpen",0.101784592882296,"Hard","Roundof32",0.0228365384615385,0.0192771084337349,0.43030303030303,0.408726178535607,0.526315789473684,0.473684210526316,0.714285714285714,0.233333333333333,0.6,0.228571428571429,"Right","Right","USA","SEurope","X3","5"
"2477","AustralianOpen",0.101784592882296,"Hard","Roundof64",0,0.117590361445783,0.432575757575758,0.452357071213641,0.368421052631579,0.210526315789474,0.485714285714286,0.666666666666667,0.4,0.428571428571429,"Right","Right","USA","CEEurope","X3","5"
"2478","AustralianOpen",0.101784592882296,"Hard","Roundof64",0.000600961538461538,0.0978313253012048,0.438636363636364,0.414242728184554,0.473684210526316,0.263157894736842,0.342857142857143,0.666666666666667,0.485714285714286,0.428571428571429,"Right","Left","USA","WEurope","X3","5"
"2479","AustralianOpen",0.101784592882296,"Hard","Roundof64",0.00300480769230769,0.0424096385542169,0.434848484848485,0.417251755265797,0.368421052631579,0.315789473684211,0.2,0.566666666666667,0.285714285714286,0.657142857142857,"Right","Right","USA","Africa","X3","5"
"2480","AustralianOpen",0.101784592882296,"Hard","Roundof64",0.00360576923076923,0.0949397590361446,0.431060606060606,0.433801404212638,0.684210526315789,0.210526315789474,0.571428571428571,0.566666666666667,0.4,0.314285714285714,"Right","Right","NEurope","CEEurope","X3","5"
"2481","AustralianOpen",0.101784592882296,"Hard","Roundof64",0.00480769230769231,0.043855421686747,0.428030303030303,0.399699097291876,0.526315789473684,0.473684210526316,0.714285714285714,0.566666666666667,0.457142857142857,0.742857142857143,"Right","Right","WEurope","USA","X3","5"
"2482","AustralianOpen",0.101784592882296,"Hard","Roundof64",0.00540865384615385,0.0457831325301205,0.429545454545455,0.405717151454363,0.473684210526316,0.684210526315789,0.857142857142857,0.566666666666667,0.8,0.485714285714286,"Right","Right","USA","WEurope","X3","5"
"2483","AustralianOpen",0.101784592882296,"Hard","Roundof64",0.00721153846153846,0.0496385542168675,0.433333333333333,0.423771313941825,0.421052631578947,0.473684210526316,0.485714285714286,0.333333333333333,0.571428571428571,0.428571428571429,"Right","Right","USA","SEurope","X3","5"
"2484","AustralianOpen",0.101784592882296,"Hard","Roundof64",0.00600961538461538,0.0525301204819277,0.434090909090909,0.412236710130391,0.263157894736842,0.315789473684211,0.657142857142857,0.766666666666667,0.6,0.742857142857143,"Right","Left","CEEurope","NEurope","X4","5"
"2485","AustralianOpen",0.101784592882296,"Hard","Roundof64",0.0210336538461538,0.00530120481927711,0.440151515151515,0.410230692076229,0.578947368421053,0.368421052631579,0.428571428571429,0.566666666666667,0.285714285714286,0.828571428571429,"Right","Right","USA","Africa","X4","5"
"2486","AustralianOpen",0.101784592882296,"Hard","Roundof64",0.00841346153846154,0.0563855421686747,0.43030303030303,0.4358074222668,0.210526315789474,0.210526315789474,0.714285714285714,0.933333333333333,0.8,0.742857142857143,"Right","Right","CEEurope","WEurope","X3","5"
"2487","AustralianOpen",0.101784592882296,"Hard","Roundof64",0.00901442307692308,0.0766265060240964,0.431818181818182,0.41925777331996,0.578947368421053,0.368421052631579,0.342857142857143,0.666666666666667,0.4,0.342857142857143,"Left","Right","WEurope","WEurope","X3","5"
"2488","AustralianOpen",0.101784592882296,"Hard","Roundof64",0.0108173076923077,0.0520481927710843,0.448484848484848,0.402708124373119,0.473684210526316,0.421052631578947,0.714285714285714,0.666666666666667,0.857142857142857,0.685714285714286,"Right","Right","NEurope","America","X3","5"
"2489","AustralianOpen",0.101784592882296,"Hard","Roundof64",0.0588942307692308,0.00771084337349398,0.450757575757576,0.418254764292879,0.315789473684211,0.368421052631579,0.428571428571429,0.933333333333333,0.485714285714286,0.942857142857143,"Right","Right","Africa","WEurope","X3","5"
"2490","AustralianOpen",0.101784592882296,"Hard","Roundof64",0.0294471153846154,0.0187951807228916,0.435606060606061,0.420260782347041,0.368421052631579,0.736842105263158,0.428571428571429,0.766666666666667,0.571428571428571,0.514285714285714,"Right","Left","NEurope","WEurope","X5","5"
"2491","AustralianOpen",0.101784592882296,"Hard","Roundof64",0.0600961538461538,0.0708433734939759,0.414393939393939,0.401203610832498,0.315789473684211,0.315789473684211,0.571428571428571,0.5,0.714285714285714,0.428571428571429,"Right","Left","CEEurope","USA","X5","5"
"2492","AustralianOpen",0.101784592882296,"Hard","Roundof64",0.0288461538461538,0.0428915662650602,0.437121212121212,0.407221664994985,0.631578947368421,0.473684210526316,0,0.5,0.628571428571429,0.314285714285714,"Right","Left","WEurope","NEurope","X3","5"
"2493","AustralianOpen",0.101784592882296,"Hard","Roundof64",0.0384615384615385,0.0221686746987952,0.440909090909091,0.413741223671013,0.210526315789474,0.315789473684211,0.571428571428571,0.333333333333333,0.542857142857143,0.342857142857143,"Right","Right","WEurope","WEurope","X3","5"
"2494","AustralianOpen",0.101784592882296,"Hard","Roundof64",0.0132211538461538,0.0568674698795181,0.440909090909091,0.415747241725176,0.421052631578947,0.315789473684211,0.571428571428571,0.5,1,0.485714285714286,"Right","Right","WEurope","America","X4","5"
"2495","AustralianOpen",0.101784592882296,"Hard","Roundof64",0.0354567307692308,0.0819277108433735,0.428030303030303,0.410230692076229,0.263157894736842,0.315789473684211,0.657142857142857,0.766666666666667,0.714285714285714,0.685714285714286,"Right","Left","NEurope","America","X3","5"
"2496","AustralianOpen",0.101784592882296,"Hard","Roundof64",0.0240384615384615,0.0433734939759036,0.429545454545455,0.431795386158475,0.473684210526316,0.578947368421053,0.2,0.4,0.2,0.371428571428571,"Right","Left","SEurope","WEurope","X3","5"
"2497","AustralianOpen",0.101784592882296,"Hard","Roundof64",0.0582932692307692,0.0274698795180723,0.417424242424242,0.405717151454363,0.473684210526316,0.473684210526316,0.571428571428571,0.933333333333333,0.2,0.742857142857143,"Right","Right","NEurope","Oceania","X4","5"
"2498","AustralianOpen",0.101784592882296,"Hard","Roundof64",0.0102163461538462,0.101686746987952,0.431060606060606,0.42728184553661,0.578947368421053,0.157894736842105,0.657142857142857,0.5,0.657142857142857,0.314285714285714,"Left","Right","CEEurope","WEurope","X5","5"
"2499","AustralianOpen",0.101784592882296,"Hard","Roundof64",0.0432692307692308,0.0356626506024096,0.43030303030303,0.414242728184554,0.684210526315789,0.894736842105263,0.428571428571429,0.4,0.285714285714286,0.314285714285714,"Right","Right","USA","WEurope","X3","5"
"2500","AustralianOpen",0.101784592882296,"Hard","Roundof64",0.0162259615384615,0.0626506024096386,0.434848484848485,0.42778335005015,0.736842105263158,0.315789473684211,0.657142857142857,0.666666666666667,0.542857142857143,0.457142857142857,"Right","Right","CEEurope","CEEurope","X3","5"
"2501","AustralianOpen",0.101784592882296,"Hard","Roundof64",0.0576923076923077,0.0110843373493976,0.41969696969697,0.410732196589769,0.684210526315789,0.263157894736842,0.485714285714286,0.5,0.285714285714286,0.657142857142857,"Right","Right","CEEurope","SEurope","X3","5"
"2502","AustralianOpen",0.101784592882296,"Hard","Roundof64",0.0679086538461538,0.0621686746987952,0.398484848484848,0.409227683049147,0.421052631578947,0.421052631578947,0.485714285714286,0.766666666666667,0.657142857142857,0.571428571428571,"Right","Left","SEurope","Oceania","X3","5"
"2503","AustralianOpen",0.101784592882296,"Hard","Roundof64",0.0763221153846154,0.0655421686746988,0.437121212121212,0.409227683049147,0.315789473684211,0.842105263157895,0.485714285714286,0.4,0.542857142857143,0.4,"Right","Right","WEurope","Oceania","X3","5"
"2504","AustralianOpen",0.101784592882296,"Hard","Roundof64",0.0120192307692308,0.146987951807229,0.434090909090909,0.4518555667001,0.315789473684211,0.421052631578947,0.485714285714286,0.5,0.657142857142857,0.485714285714286,"Right","Right","Oceania","USA","X3","5"
"2505","AustralianOpen",0.101784592882296,"Hard","Roundof64",0.0685096153846154,0.047710843373494,0.388636363636364,0.410732196589769,0.263157894736842,0.421052631578947,0.714285714285714,0.766666666666667,0.8,0.742857142857143,"Left","Right","WEurope","NEurope","X4","5"
"2506","AustralianOpen",0.101784592882296,"Hard","Roundof64",0.0456730769230769,0.170602409638554,0.454545454545455,0.414242728184554,0.210526315789474,0.263157894736842,0.428571428571429,0.0666666666666667,0.4,0.228571428571429,"Right","Right","USA","Africa","X3","5"
"2507","AustralianOpen",0.101784592882296,"Hard","Roundof64",0.0228365384615385,0.0390361445783133,0.43030303030303,0.428284854563691,0.526315789473684,0.473684210526316,0.714285714285714,0.5,0.6,0.314285714285714,"Right","Left","USA","WEurope","X3","5"
"2508","AustralianOpen",0.101784592882296,"Hard","Roundof64",0.0252403846153846,0.0419277108433735,0.432575757575758,0.425777331995988,0.684210526315789,0.526315789473684,0.571428571428571,0.566666666666667,0.714285714285714,0.428571428571429,"Left","Right","Oceania","Oceania","X4","5"
"2509","AustralianOpen",0.101784592882296,"Hard","Roundof128",0,0.04,0.432575757575758,0.415245737211635,0.368421052631579,0.736842105263158,0.485714285714286,0.4,0.4,0.514285714285714,"Right","Left","USA","SEurope","X3","5"
"2510","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.000600961538461538,0.076144578313253,0.438636363636364,0.397191574724172,0.473684210526316,0.421052631578947,0.342857142857143,0.666666666666667,0.485714285714286,0.942857142857143,"Right","Right","USA","Africa","X3","5"
"2511","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.0432692307692308,0.000963855421686747,0.43030303030303,0.412738214643932,0.684210526315789,0.578947368421053,0.428571428571429,0.766666666666667,0.285714285714286,0.657142857142857,"Right","Right","USA","WEurope","X3","5"
"2512","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.0540865384615385,0.00192771084337349,0.464393939393939,0.409227683049147,0.578947368421053,0.368421052631579,0.342857142857143,0.833333333333333,0.342857142857143,0.571428571428571,"Left","Left","WEurope","CEEurope","X3","5"
"2513","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.00300480769230769,0.0963855421686747,0.434848484848485,0.432296890672016,0.368421052631579,0.315789473684211,0.2,0.233333333333333,0.285714285714286,0.571428571428571,"Right","Right","USA","Oceania","X4","5"
"2515","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.00480769230769231,0.0380722891566265,0.428030303030303,0.414242728184554,0.526315789473684,0.526315789473684,0.714285714285714,0.4,0.457142857142857,0.314285714285714,"Right","Left","WEurope","USA","X3","5"
"2516","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.00540865384615385,0.0510843373493976,0.429545454545455,0.408224674022066,0.473684210526316,0.315789473684211,0.857142857142857,0.566666666666667,0.8,0.428571428571429,"Right","Right","USA","WEurope","X3","5"
"2517","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.00721153846153846,0.0342168674698795,0.433333333333333,0.402708124373119,0.421052631578947,0.421052631578947,0.485714285714286,0.333333333333333,0.571428571428571,0.171428571428571,"Right","Left","USA","CEEurope","X3","5"
"2518","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.00600961538461538,0.0597590361445783,0.434090909090909,0.393179538615848,0.263157894736842,0.368421052631579,0.657142857142857,0.333333333333333,0.6,0.314285714285714,"Right","Right","CEEurope","Oceania","X3","5"
"2519","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.00661057692307692,0.0260240963855422,0.431818181818182,0.404714142427282,0.368421052631579,0.631578947368421,0.485714285714286,0.4,0.8,0.314285714285714,"Right","Left","Africa","WEurope","X4","5"
"2521","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.00841346153846154,0.0645783132530121,0.43030303030303,0.410230692076229,0.210526315789474,0.315789473684211,0.714285714285714,0.333333333333333,0.8,0.457142857142857,"Right","Right","CEEurope","Asia","X3","5"
"2522","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.00901442307692308,0.0159036144578313,0.431818181818182,0.412738214643932,0.578947368421053,0.684210526315789,0.342857142857143,0.4,0.4,0.428571428571429,"Left","Right","WEurope","USA","X5","5"
"2523","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.0108173076923077,0.138795180722892,0.448484848484848,0.400702106318957,0.473684210526316,0.368421052631579,0.714285714285714,0.4,0.857142857142857,0.571428571428571,"Right","Left","NEurope","USA","X3","5"
"2524","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.00961538461538462,0.152771084337349,0.443939393939394,0.385656970912738,0.368421052631579,0.368421052631579,0.8,0.666666666666667,0.914285714285714,0.428571428571429,"Right","Right","WEurope","Africa","X3","5"
"2525","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.0528846153846154,0.0371084337349398,0.442424242424242,0.408726178535607,0.315789473684211,0.894736842105263,0.485714285714286,0.566666666666667,0.628571428571429,0.485714285714286,"Right","Right","Africa","USA","X4","5"
"2526","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.0534855769230769,0.0240963855421687,0.427272727272727,0.396690070210632,0.473684210526316,0.526315789473684,0.428571428571429,0.666666666666667,0.285714285714286,0.485714285714286,"Left","Right","NEurope","WEurope","X3","5"
"2527","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.0444711538461538,0.0327710843373494,0.437878787878788,0.410230692076229,0.894736842105263,0.526315789473684,0.342857142857143,0.5,0.285714285714286,0.428571428571429,"Right","Right","WEurope","NEurope","X5","5"
"2528","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.0294471153846154,0.0491566265060241,0.435606060606061,0.441323971915747,0.368421052631579,0.315789473684211,0.428571428571429,0.566666666666667,0.571428571428571,0.657142857142857,"Right","Right","NEurope","NEurope","X3","5"
"2529","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.212740384615385,0.116626506024096,0.437878787878788,0.442326980942828,0.263157894736842,0.263157894736842,0.0571428571428571,0.4,0.2,0.371428571428571,"Right","Right","Africa","Oceania","X5","5"
"2530","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.126802884615385,0.0539759036144578,0.457575757575758,0.392678034102307,0.157894736842105,0.368421052631579,0.428571428571429,0.833333333333333,0.285714285714286,0.685714285714286,"Right","Right","WEurope","Africa","X4","5"
"2531","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.183293269230769,0.0212048192771084,0.49469696969697,0.423771313941825,0.421052631578947,0.421052631578947,0.428571428571429,0.566666666666667,0.457142857142857,0.542857142857143,"Right","Right","USA","USA","X2","5"
"2532","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.0618990384615385,0.0303614457831325,0.452272727272727,0.425777331995988,0.473684210526316,0.315789473684211,0.285714285714286,0.566666666666667,0.4,0.485714285714286,"Right","Right","SEurope","WEurope","X3","5"
"2533","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.0655048076923077,0.0583132530120482,0.434848484848485,0.410732196589769,0.315789473684211,0.578947368421053,0.657142857142857,0.566666666666667,0.714285714285714,0.514285714285714,"Left","Right","NEurope","Asia","X5","5"
"2534","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.0600961538461538,0.0216867469879518,0.414393939393939,0.417251755265797,0.315789473684211,0.421052631578947,0.571428571428571,0.766666666666667,0.714285714285714,0.542857142857143,"Right","Right","CEEurope","CEEurope","X4","5"
"2535","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.0288461538461538,0.220240963855422,0.437121212121212,0.457873620862588,0.631578947368421,0.473684210526316,0,0.573304107809709,0.628571428571429,0.511469987352855,"Right","Right","WEurope","Oceania","X4","5"
"2536","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.0384615384615385,0.0197590361445783,0.440909090909091,0.407221664994985,0.210526315789474,0.578947368421053,0.571428571428571,0.333333333333333,0.542857142857143,0.228571428571429,"Right","Right","WEurope","SEurope","X3","5"
"2537","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.0132211538461538,0.0607228915662651,0.440909090909091,0.408726178535607,0.421052631578947,0.736842105263158,0.571428571428571,0.5,1,0.428571428571429,"Right","Right","WEurope","NEurope","X3","5"
"2538","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.0354567307692308,0.0173493975903614,0.428030303030303,0.407221664994985,0.263157894736842,0.684210526315789,0.657142857142857,0.666666666666667,0.714285714285714,0.514285714285714,"Right","Right","NEurope","WEurope","X3","5"
"2539","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.0570913461538462,0.0279518072289157,0.425,0.41925777331996,0.684210526315789,0.263157894736842,0.485714285714286,0.566666666666667,0.457142857142857,0.742857142857143,"Right","Right","WEurope","CEEurope","X5","5"
"2540","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.0234375,0.0207228915662651,0.446969696969697,0.406218655967904,0.736842105263158,0.526315789473684,0.657142857142857,0.4,0.485714285714286,0.228571428571429,"Left","Right","WEurope","WEurope","X3","5"
"2541","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.0342548076923077,0.0573493975903614,0.425,0.399699097291876,0.473684210526316,0.526315789473684,0.8,0.5,0.714285714285714,0.314285714285714,"Right","Left","Oceania","WEurope","X3","5"
"2542","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.0240384615384615,0.0298795180722892,0.429545454545455,0.400200601805416,0.473684210526316,0.736842105263158,0.2,0.4,0.2,0.571428571428571,"Right","Right","SEurope","America","X4","5"
"2543","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.121995192307692,0.350361445783133,0.437878787878788,0.74222668004012,0.263157894736842,0.684210526315789,0.571428571428571,0.766666666666667,0.4,0.685714285714286,"Left","Ambidextrous","WEurope","USA","X3","5"
"2544","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.0955528846153846,0.0091566265060241,0.445454545454545,0.410732196589769,0.368421052631579,0.473684210526316,0.571428571428571,0.566666666666667,0.314285714285714,0.514285714285714,"Right","Right","WEurope","Oceania","X3","5"
"2545","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.0883413461538462,0.0853012048192771,0.418181818181818,0.40320962888666,0.315789473684211,0.684210526315789,0.428571428571429,0.666666666666667,0.4,0.485714285714286,"Left","Right","USA","USA","X4","5"
"2546","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.0582932692307692,0.0144578313253012,0.417424242424242,0.404714142427282,0.473684210526316,0.578947368421053,0.571428571428571,0.0666666666666667,0.2,0.171428571428571,"Right","Right","NEurope","America","X4","5"
"2547","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.0102163461538462,0.0554216867469879,0.431060606060606,0.398194583751254,0.578947368421053,0.473684210526316,0.657142857142857,0.4,0.657142857142857,0.428571428571429,"Left","Right","CEEurope","WEurope","X4","5"
"2548","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.0210336538461538,0.0385542168674699,0.440151515151515,0.414744232698094,0.578947368421053,0.421052631578947,0.428571428571429,0.933333333333333,0.285714285714286,0.542857142857143,"Right","Right","USA","WEurope","X4","5"
"2549","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.146634615384615,0.0163855421686747,0.495454545454545,0.418254764292879,0.210526315789474,0.421052631578947,0.571428571428571,0.766666666666667,0.4,0.628571428571429,"Right","Right","CEEurope","USA","X5","5"
"2550","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.0594951923076923,0.0313253012048193,0.432575757575758,0.402708124373119,0.421052631578947,0.421052631578947,0.657142857142857,0.666666666666667,0.714285714285714,0.628571428571429,"Right","Right","NEurope","USA","X4","5"
"2551","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.0709134615384615,0.0616867469879518,0.440151515151515,0.404714142427282,0.315789473684211,0.421052631578947,0.428571428571429,0.333333333333333,0.457142857142857,0.371428571428571,"Right","Right","America","USA","X4","5"
"2552","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.0817307692307692,0.0443373493975904,0.43030303030303,0.422266800401204,0.842105263157895,0.421052631578947,0.342857142857143,0.333333333333333,0.371428571428571,0.371428571428571,"Right","Right","Oceania","Oceania","X3","5"
"2553","AustralianOpen",0.101784592882296,"Hard","Roundof128",0.102163461538462,0.0409638554216867,0.431818181818182,0.410732196589769,0.315789473684211,0.736842105263158,0.657142857142857,0.666666666666667,0.657142857142857,0.457142857142857,"Left","Right","America","WEurope","X4","5"
